class,x0,y0,z0,v0,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32
Pullup_Down,-0.21076172590255737,-0.5718132853507996,0.2581276595592499,0.9999860525131226,-0.23070526123046875,-0.5944462418556213,0.2856571078300476,0.9999799728393555,-0.23074963688850403,-0.5949485898017883,0.2867172360420227,0.9999747276306152,-0.23106931149959564,-0.59542316198349,0.2870931625366211,0.9999813437461853,-0.24828143417835236,-0.5888898968696594,0.2729001045227051,0.9999836087226868,-0.24803726375102997,-0.5899332761764526,0.2721838653087616,0.9999796748161316,-0.2488495111465454,-0.5908210277557373,0.27299484610557556,0.9999811053276062,-0.22925928235054016,-0.5433204174041748,0.37900882959365845,0.99997478723526,-0.31588903069496155,-0.509620189666748,0.3061787486076355,0.9999696612358093,-0.19803811609745026,-0.5352320075035095,0.291329026222229,0.9999678134918213,-0.2227105349302292,-0.5246739387512207,0.2690788209438324,0.9999544620513916,-0.09617208689451218,-0.4056224822998047,0.4194166362285614,0.999853253364563,-0.29497045278549194,-0.4039745330810547,0.1759144365787506,0.9999111294746399,0.020175613462924957,-0.5490539073944092,0.4578295648097992,0.9493690133094788,-0.29152414202690125,-0.6016492247581482,0.043926045298576355,0.9981159567832947,0.12313191592693329,-0.7608219981193542,0.4712977707386017,0.9836534261703491,-0.2797180414199829,-0.8240910172462463,0.03136269003152847,0.9979850053787231,0.13559292256832123,-0.7928946018218994,0.48010727763175964,0.9656076431274414,-0.26491400599479675,-0.8608320355415344,0.01661268249154091,0.9936717748641968,0.11809692531824112,-0.7979493141174316,0.4697376787662506,0.964336633682251,-0.26183900237083435,-0.8621991872787476,0.04227782413363457,0.9925769567489624,0.12069868296384811,-0.7680538892745972,0.4669528305530548,0.9610899686813354,-0.2680360972881317,-0.8322320580482483,0.039728276431560516,0.9899889826774597,0.08781981468200684,-0.004413717892020941,0.07305090874433517,0.9992318749427795,-0.08850498497486115,0.004728877451270819,-0.07187685370445251,0.999340832233429,0.21954558789730072,0.33331382274627686,-0.061968591064214706,0.8870496153831482,0.13886700570583344,0.32595279812812805,-0.21162523329257965,0.9639029502868652,0.3189515173435211,0.6787256598472595,-0.11296214908361435,0.8582084774971008,0.26397210359573364,0.680444598197937,-0.3022391200065613,0.9516719579696655,0.3361343741416931,0.7224264740943909,-0.12787365913391113,0.8227078914642334,0.2792334258556366,0.7263813018798828,-0.31490761041641235,0.8664476871490479,0.4053085148334503,0.7619756460189819,-0.20546001195907593,0.9308648705482483,0.34983697533607483,0.7435306906700134,-0.4082186222076416,0.9658651947975159
Pullup_Down,-0.21268779039382935,-0.5718680620193481,0.2586613595485687,0.9999916553497314,-0.23244436085224152,-0.5947401523590088,0.2857862412929535,0.9999886751174927,-0.23249554634094238,-0.5952430367469788,0.2868492901325226,0.9999852180480957,-0.23281215131282806,-0.5957182049751282,0.2872268259525299,0.99998939037323,-0.2498982548713684,-0.5889699459075928,0.273200124502182,0.9999906420707703,-0.24965660274028778,-0.5900214314460754,0.2724926173686981,0.9999884366989136,-0.2504662275314331,-0.590898871421814,0.27330607175827026,0.9999895691871643,-0.23066233098506927,-0.5435349345207214,0.37777572870254517,0.9999855160713196,-0.3166971802711487,-0.509889543056488,0.3058502972126007,0.9999833703041077,-0.19981974363327026,-0.5355269908905029,0.29119977355003357,0.9999769926071167,-0.22431811690330505,-0.5247695446014404,0.2691502869129181,0.9999677538871765,-0.09734825044870377,-0.4058803915977478,0.4184146821498871,0.9998877048492432,-0.2954297363758087,-0.4042273461818695,0.17551232874393463,0.999948263168335,0.018877163529396057,-0.5495174527168274,0.4594104588031769,0.9502692818641663,-0.2923300266265869,-0.6030533313751221,0.05176093801856041,0.998400866985321,0.12093726545572281,-0.761684775352478,0.4808615446090698,0.98431795835495,-0.28135228157043457,-0.8259823322296143,0.04763171449303627,0.99842369556427,0.1330382376909256,-0.7942240238189697,0.4908232092857361,0.9663925170898438,-0.2664419114589691,-0.8625279664993286,0.03419244661927223,0.9941981434822083,0.11588137596845627,-0.7991583347320557,0.4809711277484894,0.9649603962898254,-0.2640487551689148,-0.8637129664421082,0.05942237377166748,0.993129551410675,0.1186440959572792,-0.768919050693512,0.47687095403671265,0.9615590572357178,-0.26995939016342163,-0.83403480052948,0.05606536939740181,0.9904385209083557,0.08786927163600922,-0.00464814156293869,0.07280636578798294,0.9995800852775574,-0.08855977654457092,0.0049676853232085705,-0.0716390460729599,0.9996410012245178,0.21978329122066498,0.3328152298927307,-0.06043195724487305,0.8934106826782227,0.13773050904273987,0.3257075250148773,-0.21181409060955048,0.9679942727088928,0.31930050253868103,0.677996039390564,-0.11013563722372055,0.8692543506622314,0.26291242241859436,0.6801519989967346,-0.30469968914985657,0.9582395553588867,0.336516410112381,0.7216907143592834,-0.12496684491634369,0.8282649517059326,0.2781575322151184,0.7262028455734253,-0.3173443377017975,0.8672133684158325,0.4060550034046173,0.7620255947113037,-0.20174936950206757,0.9381968379020691,0.34981769323349,0.743456244468689,-0.4095430076122284,0.9720093011856079
Pullup_Down,-0.21297107636928558,-0.5717659592628479,0.25950321555137634,0.9999929070472717,-0.23276293277740479,-0.5947020053863525,0.28649505972862244,0.9999905824661255,-0.23281675577163696,-0.5952048301696777,0.287560373544693,0.9999876022338867,-0.233131542801857,-0.5956812500953674,0.2879391610622406,0.9999911785125732,-0.2501240372657776,-0.5888785123825073,0.2739101052284241,0.9999921917915344,-0.24988117814064026,-0.5899331569671631,0.27320587635040283,0.9999903440475464,-0.25069165229797363,-0.590806782245636,0.27402427792549133,0.9999914765357971,-0.23113633692264557,-0.543461799621582,0.37791144847869873,0.9999879002571106,-0.3167952001094818,-0.5099360942840576,0.3059641420841217,0.9999863505363464,-0.20017068088054657,-0.535510241985321,0.29173988103866577,0.9999792575836182,-0.22455266118049622,-0.5247154831886292,0.26967379450798035,0.9999709725379944,-0.09774849563837051,-0.4058249592781067,0.41857364773750305,0.9998955130577087,-0.2955169975757599,-0.40429264307022095,0.17552100121974945,0.9999564290046692,0.018442755565047264,-0.5496247410774231,0.4609352648258209,0.9506340622901917,-0.29233571887016296,-0.6032643914222717,0.05293126404285431,0.9984711408615112,0.1205291822552681,-0.7619873285293579,0.4848908483982086,0.9845073223114014,-0.28166842460632324,-0.82611083984375,0.04837171733379364,0.9985252618789673,0.1326257884502411,-0.7946701049804688,0.4952724874019623,0.9666959643363953,-0.26686739921569824,-0.8626536130905151,0.03508738800883293,0.994347333908081,0.11554465442895889,-0.7995980381965637,0.4854449927806854,0.9652388691902161,-0.2645828425884247,-0.863787829875946,0.0602106973528862,0.9932923316955566,0.11829128116369247,-0.7692385911941528,0.4809945225715637,0.9618033170700073,-0.27034586668014526,-0.8341488838195801,0.056820426136255264,0.9905970096588135,0.08788549900054932,-0.004674463998526335,0.07278670370578766,0.9996553659439087,-0.08857826143503189,0.0049944790080189705,-0.07161994278430939,0.999705970287323,0.21972964704036713,0.3324649930000305,-0.06038219854235649,0.8952128887176514,0.13721053302288055,0.3250795304775238,-0.21332085132598877,0.969380795955658,0.31926727294921875,0.6775506734848022,-0.1107562705874443,0.8722563982009888,0.262132853269577,0.679509699344635,-0.30937260389328003,0.9601960778236389,0.33649224042892456,0.721266508102417,-0.1256650984287262,0.8309985399246216,0.27729979157447815,0.7256497144699097,-0.32218143343925476,0.8695650696754456,0.40622928738594055,0.7617992758750916,-0.20199954509735107,0.9401473999023438,0.34961998462677,0.7426439523696899,-0.41327133774757385,0.9736501574516296
Pullup_Down,-0.21404916048049927,-0.5715232491493225,0.260081946849823,0.9999939203262329,-0.23378552496433258,-0.5945218801498413,0.28693437576293945,0.9999920725822449,-0.23384182155132294,-0.5950241088867188,0.28799909353256226,0.9999894499778748,-0.2341488003730774,-0.5954995155334473,0.2883770763874054,0.9999925494194031,-0.2510073184967041,-0.5886441469192505,0.27441704273223877,0.9999934434890747,-0.25076785683631897,-0.5897018909454346,0.2737123668193817,0.9999919533729553,-0.2515752911567688,-0.5905702114105225,0.2745312750339508,0.9999929666519165,-0.23199942708015442,-0.5432702302932739,0.3778883218765259,0.9999898076057434,-0.31709524989128113,-0.5099009275436401,0.30610689520835876,0.9999887347221375,-0.20118960738182068,-0.5353646278381348,0.29203081130981445,0.9999809861183167,-0.22537130117416382,-0.5245345830917358,0.2700442671775818,0.9999734163284302,-0.09828078001737595,-0.40570273995399475,0.41846349835395813,0.999901533126831,-0.2956750690937042,-0.40428468585014343,0.1756392866373062,0.9999630451202393,0.01817626878619194,-0.5497044920921326,0.4608835279941559,0.9510133862495422,-0.2924308776855469,-0.6034213304519653,0.05416269972920418,0.998518705368042,0.12032993137836456,-0.7623084187507629,0.48443883657455444,0.984669029712677,-0.28221502900123596,-0.8264669179916382,0.0501098707318306,0.9985983967781067,0.13248154520988464,-0.7950671911239624,0.49462470412254333,0.9669985175132751,-0.2673906981945038,-0.8629037737846375,0.03694117069244385,0.994425356388092,0.11539524048566818,-0.7998957633972168,0.48474329710006714,0.9655234217643738,-0.26516279578208923,-0.8639330267906189,0.06195971742272377,0.9933767914772034,0.11811612546443939,-0.7695227265357971,0.48049235343933105,0.9620503187179565,-0.2709256410598755,-0.8344452381134033,0.058509860187768936,0.99066162109375,0.08789675682783127,-0.004700155928730965,0.07268745452165604,0.9997162222862244,-0.08859174698591232,0.005020887590944767,-0.07152318954467773,0.9997584223747253,0.21938456594944,0.33217117190361023,-0.06062896549701691,0.8967422246932983,0.13640135526657104,0.3247116208076477,-0.21357466280460358,0.9703330993652344,0.3192340135574341,0.6772143244743347,-0.11166322231292725,0.8746100664138794,0.2610117793083191,0.6788718700408936,-0.30986911058425903,0.9615271091461182,0.33646586537361145,0.7209486961364746,-0.1266007423400879,0.8329173922538757,0.2760511040687561,0.7250583171844482,-0.32263773679733276,0.8705777525901794,0.406293660402298,0.7617399096488953,-0.20271937549114227,0.9416763186454773,0.3486477732658386,0.7424880862236023,-0.4134119153022766,0.9748438596725464
Pullup_Down,-0.21533000469207764,-0.5711298584938049,0.26101770997047424,0.999994695186615,-0.23504631221294403,-0.5941556096076965,0.28764772415161133,0.9999932646751404,-0.23510339856147766,-0.5946555733680725,0.2887093424797058,0.9999908804893494,-0.23540142178535461,-0.595126211643219,0.289082795381546,0.9999936819076538,-0.25209683179855347,-0.5882389545440674,0.27523940801620483,0.9999944567680359,-0.25186270475387573,-0.5893004536628723,0.2745303809642792,0.9999932050704956,-0.25266605615615845,-0.5901616215705872,0.27534565329551697,0.999994158744812,-0.23302355408668518,-0.5427914261817932,0.3778917193412781,0.9999912977218628,-0.3174041509628296,-0.5096641778945923,0.306412935256958,0.9999906420707703,-0.2023279070854187,-0.5350433588027954,0.2925352454185486,0.9999821782112122,-0.22625796496868134,-0.5241934061050415,0.27069300413131714,0.9999752044677734,-0.09880121052265167,-0.4053710103034973,0.41797128319740295,0.9999058842658997,-0.29580792784690857,-0.40404775738716125,0.17603614926338196,0.9999683499336243,0.018058545887470245,-0.5497867465019226,0.46026840806007385,0.9513309597969055,-0.29259535670280457,-0.6035479307174683,0.056648653000593185,0.998548150062561,0.12012983113527298,-0.7625418901443481,0.4828443229198456,0.9847851395606995,-0.28298115730285645,-0.8268279433250427,0.055295057594776154,0.9986484050750732,0.13236050307750702,-0.795375406742096,0.49259084463119507,0.9672351479530334,-0.2680000960826874,-0.8630963563919067,0.04245513677597046,0.9944489002227783,0.11522546410560608,-0.8000692129135132,0.4827117323875427,0.9657419919967651,-0.26588064432144165,-0.8640477061271667,0.06729711592197418,0.993398129940033,0.11793486028909683,-0.7697057127952576,0.4788445234298706,0.962233304977417,-0.27170640230178833,-0.834743320941925,0.06358352303504944,0.9906390309333801,0.08789646625518799,-0.004721144214272499,0.07245272397994995,0.9997653961181641,-0.08859490603208542,0.00504290871322155,-0.071294404566288,0.9998008012771606,0.21855802834033966,0.33203616738319397,-0.06126461923122406,0.8977328538894653,0.1358346939086914,0.32433781027793884,-0.21354849636554718,0.9707979559898376,0.3191962242126465,0.6770462393760681,-0.11271723359823227,0.8758693933486938,0.2598637044429779,0.6782456636428833,-0.3094271719455719,0.9620203971862793,0.3364443778991699,0.7207776308059692,-0.12763749063014984,0.8340103030204773,0.27474573254585266,0.7244578003883362,-0.3221009075641632,0.8699548244476318,0.4063560664653778,0.7617147564888,-0.203706294298172,0.9426440596580505,0.34715786576271057,0.7424127459526062,-0.41264867782592773,0.9755153656005859
Pullup_Down,-0.216403067111969,-0.5705716609954834,0.26247888803482056,0.9999952912330627,-0.23610760271549225,-0.5936023592948914,0.28879764676094055,0.999994158744812,-0.23616370558738708,-0.5940968990325928,0.28985241055488586,0.9999920129776001,-0.23645704984664917,-0.5945606231689453,0.2902168035507202,0.9999945759773254,-0.25299689173698425,-0.5876902937889099,0.2765366733074188,0.999995231628418,-0.2527656853199005,-0.5887550115585327,0.27582088112831116,0.9999942183494568,-0.2535684406757355,-0.5896073579788208,0.2766282856464386,0.9999951720237732,-0.23393303155899048,-0.5420704483985901,0.37792766094207764,0.9999924302101135,-0.3176124393939972,-0.5093322396278381,0.3069814145565033,0.9999921917915344,-0.20330941677093506,-0.534538209438324,0.2934109568595886,0.9999829530715942,-0.22698760032653809,-0.5237222909927368,0.27177539467811584,0.9999763369560242,-0.09920777380466461,-0.40470269322395325,0.41731953620910645,0.9999089241027832,-0.2958856523036957,-0.4037223160266876,0.17689965665340424,0.9999725818634033,0.01800505444407463,-0.549744188785553,0.45925331115722656,0.9515450596809387,-0.29261985421180725,-0.6036319136619568,0.06073940545320511,0.9985600709915161,0.11978786438703537,-0.7625526189804077,0.4805753529071808,0.9848450422286987,-0.28354158997535706,-0.8269194960594177,0.061729803681373596,0.9986810088157654,0.13209548592567444,-0.7954164147377014,0.48987817764282227,0.9673857092857361,-0.268439918756485,-0.8631302118301392,0.049241408705711365,0.9944422245025635,0.11494216322898865,-0.8000257611274719,0.48012956976890564,0.9658722281455994,-0.2664725184440613,-0.8640391826629639,0.07366236299276352,0.9933857321739197,0.11763494461774826,-0.7696818113327026,0.4765792191028595,0.9623292684555054,-0.2723037302494049,-0.8347936272621155,0.06989440321922302,0.9905701875686646,0.08786994218826294,-0.00473056873306632,0.0721142441034317,0.9998049736022949,-0.08857401460409164,0.005055554211139679,-0.07096253335475922,0.9998350143432617,0.21752125024795532,0.331936240196228,-0.06173311546444893,0.8976889252662659,0.13550180196762085,0.32380005717277527,-0.2135297656059265,0.9707397222518921,0.31896597146987915,0.6767613887786865,-0.11316566914319992,0.8754369020462036,0.25907498598098755,0.6774859428405762,-0.3091672360897064,0.9617643356323242,0.3362354636192322,0.720460057258606,-0.12803786993026733,0.8334676027297974,0.27381235361099243,0.7237178683280945,-0.3217484652996063,0.8684250712394714,0.40601328015327454,0.7617210745811462,-0.2041231393814087,0.9427614808082581,0.345840185880661,0.7422117590904236,-0.4120774567127228,0.9757152795791626
Pullup_Down,-0.2170567810535431,-0.5701953768730164,0.2635696828365326,0.999995768070221,-0.2367258071899414,-0.5932213068008423,0.28965839743614197,0.9999948740005493,-0.23677952587604523,-0.5937104821205139,0.29070574045181274,0.9999929070472717,-0.23707225918769836,-0.5941688418388367,0.29106321930885315,0.9999952912330627,-0.25351426005363464,-0.587323009967804,0.27751749753952026,0.9999958276748657,-0.2532852590084076,-0.5883905291557312,0.2767978608608246,0.9999949932098389,-0.25408947467803955,-0.5892361402511597,0.2775971591472626,0.9999959468841553,-0.23443616926670074,-0.5415419936180115,0.3779488205909729,0.9999933242797852,-0.31767770648002625,-0.5091218948364258,0.3074893057346344,0.9999934434890747,-0.20390324294567108,-0.5341857671737671,0.29408273100852966,0.9999834299087524,-0.22741107642650604,-0.5234132409095764,0.2726241648197174,0.9999770522117615,-0.09940323233604431,-0.40408897399902344,0.41651955246925354,0.9999110698699951,-0.29591500759124756,-0.40347421169281006,0.1778586059808731,0.9999759793281555,0.01802965998649597,-0.5495070219039917,0.4576674699783325,0.9516816735267639,-0.29251715540885925,-0.6037494540214539,0.06458690762519836,0.9985607266426086,0.11965194344520569,-0.7623015642166138,0.47709929943084717,0.9848600625991821,-0.28374192118644714,-0.8270130157470703,0.06736404448747635,0.9986988306045532,0.13198985159397125,-0.7952216267585754,0.48593127727508545,0.9674464464187622,-0.2685990631580353,-0.8631474375724792,0.055083680897951126,0.9943997263908386,0.11484476923942566,-0.7995847463607788,0.4763330817222595,0.9659098982810974,-0.2667083144187927,-0.8639716506004333,0.07925988733768463,0.9933318495750427,0.11753367632627487,-0.7693360447883606,0.47310686111450195,0.9623332619667053,-0.27253419160842896,-0.8348463773727417,0.07547789067029953,0.9904510974884033,0.08781186491250992,-0.004734716843813658,0.07177457958459854,0.9998368620872498,-0.08852292597293854,0.005063358228653669,-0.07062823325395584,0.9998626708984375,0.21650423109531403,0.33197206258773804,-0.061890244483947754,0.8965033292770386,0.13530024886131287,0.32345667481422424,-0.2135128527879715,0.9703004360198975,0.3185776174068451,0.6765835285186768,-0.11321698129177094,0.8736302256584167,0.25883880257606506,0.6772093772888184,-0.3090815842151642,0.9611329436302185,0.335877001285553,0.7202504277229309,-0.1280638426542282,0.8314734101295471,0.2735148072242737,0.7234660387039185,-0.32164016366004944,0.866761326789856,0.40544942021369934,0.7618197202682495,-0.20413370430469513,0.9422540068626404,0.34520718455314636,0.742127001285553,-0.41188719868659973,0.9756401777267456
Pullup_Down,-0.2174406498670578,-0.5700618028640747,0.263812780380249,0.9999959468841553,-0.23709499835968018,-0.5930724740028381,0.28984567523002625,0.9999951720237732,-0.23714716732501984,-0.5935598611831665,0.2908906638622284,0.9999932646751404,-0.23744046688079834,-0.5940161347389221,0.29124653339385986,0.9999955892562866,-0.2538524568080902,-0.5871686935424805,0.2777518332004547,0.9999960660934448,-0.2536230981349945,-0.5882371068000793,0.27703067660331726,0.9999952912330627,-0.2544294595718384,-0.5890801548957825,0.27782854437828064,0.9999962449073792,-0.23465998470783234,-0.5413250923156738,0.37794411182403564,0.9999936819076538,-0.31774812936782837,-0.5089864134788513,0.3076704740524292,0.9999939799308777,-0.20421066880226135,-0.5340646505355835,0.29423287510871887,0.999983549118042,-0.2276667207479477,-0.5232946872711182,0.2728421688079834,0.9999772310256958,-0.09949144721031189,-0.40387821197509766,0.41620102524757385,0.9999117255210876,-0.29592782258987427,-0.4033466577529907,0.1782243400812149,0.9999774098396301,0.01802969165146351,-0.5494056344032288,0.4570395350456238,0.9516762495040894,-0.2924705147743225,-0.6038145422935486,0.06595633924007416,0.9985583424568176,0.11959017813205719,-0.762199342250824,0.4758274555206299,0.9848470091819763,-0.2838055491447449,-0.8270758390426636,0.0693196952342987,0.9987038969993591,0.13193221390247345,-0.7951450347900391,0.4845513105392456,0.9674386382102966,-0.26864901185035706,-0.8631641268730164,0.05709892511367798,0.9943689107894897,0.11479431390762329,-0.7993890643119812,0.474933922290802,0.9658905863761902,-0.26682204008102417,-0.863964319229126,0.08131183683872223,0.9932934641838074,0.1174914613366127,-0.7691942453384399,0.471810519695282,0.9622933268547058,-0.27261558175086975,-0.8348861932754517,0.07745896279811859,0.9903793931007385,0.08778882771730423,-0.004739662166684866,0.07163231074810028,0.9998503923416138,-0.0885026678442955,0.005069397389888763,-0.07048763334751129,0.9998744130134583,0.21612635254859924,0.3320026397705078,-0.06197919324040413,0.8957721590995789,0.1351885199546814,0.32338032126426697,-0.213511124253273,0.9700506925582886,0.3183997571468353,0.6764950752258301,-0.11323946714401245,0.872551441192627,0.25881001353263855,0.6771731376647949,-0.3090294599533081,0.960841715335846,0.33570948243141174,0.7201481461524963,-0.12807536125183105,0.830287754535675,0.273480623960495,0.7234290242195129,-0.32158684730529785,0.8661091327667236,0.40519365668296814,0.7619005441665649,-0.20414014160633087,0.9419325590133667,0.3450407087802887,0.7421349287033081,-0.4118465781211853,0.9756014347076416
Pullup_Down,-0.2181815803050995,-0.5697809457778931,0.2640911340713501,0.9999961853027344,-0.23772215843200684,-0.5927760004997253,0.2900508940219879,0.9999956488609314,-0.23777112364768982,-0.5932596921920776,0.2910919785499573,0.9999938011169434,-0.23806560039520264,-0.5937128067016602,0.2914457321166992,0.9999960660934448,-0.25445228815078735,-0.5868560075759888,0.27805066108703613,0.9999964833259583,-0.2542233169078827,-0.5879262089729309,0.27732834219932556,0.9999958276748657,-0.2550338804721832,-0.5887649655342102,0.27812352776527405,0.9999967813491821,-0.23491910099983215,-0.5409523248672485,0.3778883218765259,0.9999943375587463,-0.31783589720726013,-0.5087459683418274,0.30803045630455017,0.9999948740005493,-0.20477847754955292,-0.5338184833526611,0.2943839132785797,0.9999836087226868,-0.22817043960094452,-0.523054838180542,0.2731230854988098,0.9999774098396301,-0.09958048909902573,-0.40347975492477417,0.41529610753059387,0.9999122619628906,-0.2959432899951935,-0.40303659439086914,0.17909759283065796,0.9999797940254211,0.0180679839104414,-0.5492461323738098,0.45523595809936523,0.9517233371734619,-0.2923967242240906,-0.6040776968002319,0.06898854672908783,0.9985496997833252,0.11954111605882645,-0.762109100818634,0.4728274941444397,0.9848392605781555,-0.2840621769428253,-0.8274040222167969,0.07443804293870926,0.9987046122550964,0.13189317286014557,-0.7950997948646545,0.48137351870536804,0.9674789905548096,-0.2688906788825989,-0.8633261919021606,0.062304556369781494,0.994272768497467,0.11475471407175064,-0.7991359233856201,0.471691757440567,0.9659123420715332,-0.26723188161849976,-0.8639888763427734,0.0865752324461937,0.9931778907775879,0.11744703352451324,-0.7690324187278748,0.46875515580177307,0.9622907638549805,-0.27292507886886597,-0.8351200819015503,0.08260844647884369,0.9901984930038452,0.08775250613689423,-0.004751047119498253,0.07126077264547348,0.9998732805252075,-0.08847144991159439,0.005083402153104544,-0.07011768966913223,0.999894380569458,0.2156434953212738,0.33203908801078796,-0.062384266406297684,0.8940293788909912,0.13505186140537262,0.3232664465904236,-0.21360604465007782,0.9695034027099609,0.31788432598114014,0.676068127155304,-0.11353768408298492,0.8701258301734924,0.25875258445739746,0.6771000027656555,-0.3092051148414612,0.9602959752082825,0.3351742625236511,0.7196655869483948,-0.12831804156303406,0.8276194930076599,0.273428738117218,0.7233611345291138,-0.3217196464538574,0.8651986122131348,0.40435245633125305,0.7619602680206299,-0.20434734225273132,0.9411315321922302,0.34480151534080505,0.742122232913971,-0.41192561388015747,0.975479245185852
Pullup_Down,-0.21900667250156403,-0.5695477724075317,0.2641800343990326,0.9999964237213135,-0.23842182755470276,-0.5925373435020447,0.2901027202606201,0.9999960064888,-0.23846836388111115,-0.5930179953575134,0.2911418676376343,0.9999942183494568,-0.23876476287841797,-0.593469500541687,0.29149526357650757,0.9999964237213135,-0.25516197085380554,-0.5865979194641113,0.27816593647003174,0.9999968409538269,-0.2549339234828949,-0.587669312953949,0.2774431109428406,0.9999962449073792,-0.25574931502342224,-0.5885046720504761,0.2782364785671234,0.9999971985816956,-0.23518262803554535,-0.5406777262687683,0.37775719165802,0.9999948143959045,-0.31802597641944885,-0.5085444450378418,0.3082793056964874,0.9999955892562866,-0.20540980994701385,-0.5336146354675293,0.2944187819957733,0.9999836087226868,-0.2287931889295578,-0.5228506922721863,0.2732415199279785,0.9999774694442749,-0.09969837218523026,-0.40320122241973877,0.4145035445690155,0.999912440776825,-0.29597532749176025,-0.40279722213745117,0.1797366589307785,0.9999817609786987,0.018064627423882484,-0.5491687655448914,0.45400986075401306,0.9516234993934631,-0.2923971712589264,-0.6043704748153687,0.07094517350196838,0.9985435605049133,0.11943838000297546,-0.762111485004425,0.47124865651130676,0.9847898483276367,-0.2844560146331787,-0.8277879953384399,0.07748499512672424,0.998702347278595,0.1318010836839676,-0.7951324582099915,0.4797385036945343,0.967447817325592,-0.2692703604698181,-0.8635658025741577,0.06533858925104141,0.9941789507865906,0.11469043046236038,-0.7990981936454773,0.47001251578330994,0.9658703804016113,-0.26777076721191406,-0.8640620708465576,0.08957546949386597,0.9930663108825684,0.11738979071378708,-0.7690154314041138,0.4671413004398346,0.9622395634651184,-0.2733716666698456,-0.8354179859161377,0.0856468454003334,0.9900349378585815,0.08771800249814987,-0.004762544762343168,0.07097907364368439,0.9998917579650879,-0.08844165503978729,0.005097364075481892,-0.069839246571064,0.9999105334281921,0.21536758542060852,0.3320518732070923,-0.06266807019710541,0.892315149307251,0.13490362465381622,0.3232071101665497,-0.2136571854352951,0.9690557718276978,0.31739187240600586,0.6757882237434387,-0.11388887465000153,0.8679978847503662,0.2586931586265564,0.6770447492599487,-0.3094311058521271,0.9599331617355347,0.33466142416000366,0.7193640470504761,-0.12863366305828094,0.8253944516181946,0.27337098121643066,0.7233127951622009,-0.3219277262687683,0.8647803068161011,0.4037668704986572,0.7619975209236145,-0.20456251502037048,0.9404195547103882,0.3446325957775116,0.742135763168335,-0.4120578169822693,0.9753788113594055
